Name,Salesforce Account ID,Infrastructure Project ID,Contract Start Date,Live,Salesforce Opportunity ID,SFDC Magento Account ID,Status
Best Notebooks Ind. Com. Equip. Informática Ltda,0015Y00003ucI9SQAU,w76uxz5simxo2,1/16/23,,0066O00000p5YzJQAU,0011C000021pcyBQAQ,Current
PIK AG - Cloud Pro,0015Y00003DCNdZQAX,3qqd27l7asd5y,1/2/23,,0066O00000nJn6NQAS,0016O000037J0v6QAC,Current
Abbott Rubber - Cloud Pro w/MBI,0015Y00003DDBfAQAX,uyngmuologjns,1/16/23,,0066O00000nKePDQA0,0016O000037J4hZQAS,Current
Krisshop Pte Ltd_DR3033562 – Adobe AMS,0015Y0000321fDRQAY,2povzuh7lwjj6,1/30/23,,0066O00000qWmSNQA0,0016O000037IuDYQA0,Current
Stroud Engineering Supplies Ltd,0015Y00003ckBRwQAM,bmcb7yuk54oek,1/2/23,,0066O00000pt2mnQAA,0016O00003Nezv8QAB,Current
Mummys Market Pte Ltd - Cloud Pro,0015Y0000321zHFQAY,dxloegrwvcfmy,1/16/23,,0066O00000nJg4MQAS,0016O000037IuhSQAS,On Hold
Bartofil Distribuidora Sa - 2nd Instance - Cloud Pro,0015Y00002Y29aCQAR,7lsdfjbrgajiq,1/1/23,,0066O00000q4MpwQAE,0011C00002hfogFQAQ,Current
ASG Group Limited (Travall Ltd) DR3522713 – Adobe Commerce,0015Y00004JnyImQAJ,hoy5y2qplsi6m,1/18/23,,0066O00000qyhipQAA,0016O00003O4Wv9QAF,Current
Komax Cloud Pro Marketplace,0011O00002KxKVGQA3,gt5rqrvn4zl6m,1/10/23,,0066O00000nMUyoQAG,0011500001feOUHAA2,Current
Godt Brød Norge AS Cloud project,0015Y00002yKl7zQAC,glxfx4xrr2kgk,1/2/23,,0061C00000iU0WRQA0,0011C00002o8ovsQAA,Current
Saudi Airlines Catering Company_DR3525916 – Adobe Commerce,0015Y00003ucqRtQAI,jsaphdololsjq,1/1/23,,0066O00000rZIshQAG,0011C00002PE33ZQAT,Current
Numrich Gun Parts Corporation,0015Y00003uetZnQAI,ikrdehyu2chxo,1/2/23,8/23/23,0066O00000pVtfOQAS,0016O00003NcobVQAR,Live
Naughty Bear - Cloud Pro + MBI,0015Y00004Jq5dMQAR,hsuaazh2ss2wc,1/10/23,8/7/23,0066O00000qJ2Z2QAK,0016O00003QQXX2QAP,Live
Julius Meinl Industrieholding GmbH_DR3551364 – MBI,0015Y00004JpPOTQA3,ykma7ser6jovw,1/1/23,6/27/23,0066O00000qLFG9QAO,0016O00003QPS7HQAX,Live
Planet Cyclery - Cloud Pro,0015Y00004Jo0pvQAB,txswno2u76i7m,1/16/23,6/26/23,0066O00000q3IWYQA2,0016O00003O4bqeQAB,Live
Farmacias Benavides,0011O00002OUnBBQA1,d272j3osfsmhk,1/16/23,6/22/23,0066O00000pVrLbQAK,0016O00002qIJ2MQAW,Live
GEN - Grupo Editorial Nacional Participacoes S.A.,001a000001Dzhy5AAB,4udkzq6rng6fe,1/27/23,6/12/23,0066O00000pt3GKQAY,0011500001a832AAAQ,Live
Melrose Inc - Cloud,0015Y00004JqV4xQAF,dwxfzgomlbydg,1/27/23,6/1/23,0066O00000qJzgMQAS,0016O00003QRLmPQAX,Live
Xenonarc Additional Instance,0011O00002KxIzPQAV,ypgvx5xn3buxa,1/1/23,5/31/23,0066O00000q4CgwQAE,0011C00002X2tmvQAB,Live
Bentley Systems Cloud Pro,0011O00002KxK4NQAV,5xh6rknhsg5g2,1/27/23,5/26/23,0066O00000p8YvPQAU,0011C00002hgKdFQAU,Live
Acer Inc (PAP AWS SG) DR3307401 – Adobe Commerce + AMS,0011O00002SskAAQAZ,q3bexgnsgjess,1/1/23,5/3/23,0066O00000qK0kxQAC,0011500001IgXLIAA3,Live
Eva Timber Group - Commerce Pro,0015Y00004JqJIuQAN,axybkbaequr72,1/19/23,4/21/23,0066O00000qJUjGQAW,0016O00003QQst7QAD,Live
Komax Cloud,0011O00002KxKVGQA3,cvw5fkcuipffk,1/10/23,4/11/23,0066O00000nMUyoQAG,0011500001feOUHAA2,Live
The Coca-Cola Company_DR3486750 – Adobe AMS,0013000000V0epXAAR,xqng52md7niyo,1/2/23,3/30/23,0066O00000qWfcJQAS,0011500001IibtGAAR,Live
Vintage King Audio,0011O00002KxIkUQAV,h75wwrua3asmy,1/16/23,3/20/23,0066O00000nKwPGQA0,0011500001IifoiAAB,Live
PP Luxe-Cloud Pro,0015Y00003XrX6BQAV,c2x265swloas2,1/9/23,3/6/23,0066O00000nLZkZQAW,0011C00002hgncZQAQ,Live
EMC Starter to Pro,0011O00002KzBOLQA3,vggzf67pfjfcy,1/6/23,2/22/23,0066O00000pXF9zQAG,0011500001IhdzSAAR,Live
LIMA E PERGHER INDUSTRIA E COMERCIO S/A - Cloud Pro,0015Y00003XrDrRQAV,2ad74q2eorz3q,11/1/22,,0066O00000p5P5HQAU,0016O00003JJVajQAH,Current
Lotus ICT Emprrendimentos S.A,0011O00002V0hqJQAR,gm5xg53pnkhqo,11/1/22,,0066O00000p7yGNQAY,0011C00002umPRHQA2,Current
WoodCabinets4Less,0015Y000032063VQAQ,rdaw7nikhl44u,11/14/22,,0066O00000p7XLuQAM,0016O000037It02QAC,On Hold
Royal Unibrew AS - Cloud Pro,,jfnrrjujytm76,11/3/22,,,0011500001IifocAAB,Current
Discovered Brands Ltd + Magento,0015Y00002nBJuhQAG,ztxarhfyb5mrg,11/1/22,,0066O00000i7hHnQAI,0016O00002qINkAQAW,Current
"SLA Trading, S.A._DR3341726 – Adobe Commerce",0015Y00003uf03jQAA,y6lks4qp5v42a,11/1/22,,0066O00000q2uq3QAA,0016O00003Nd14JQAR,Current
I. JANVEY & SONS,0015Y00004Jn7CzQAJ,4dcizwx4iin66,11/14/22,,0066O00000q1q4TQAQ,0016O00003O2rWXQAZ,Current
ALIMENTOS POLAR COLOMBIA S.A.S_DR3344721 – Adobe Commerce,0015Y0000321mLlQAI,a5rmpwtg5sdqm,11/15/22,,0066O00000q43dEQAQ,0016O000037IuQjQAK,Current
Wheel Pros LLC_DR3514507 – B2B,0013000000oRrmeAAC,22u4azrzj6uew,11/18/22,,0066O00000q4bgCQAQ,0011C00002f8c3JQAQ,Current
Wheel Pros LLC_DR3514507 – D2C,0013000000oRrmeAAC,yukrdzvs3h66u,11/18/22,,0066O00000q4bgCQAQ,0011C00002f8c3JQAQ,Current
E.B. Horsman & Son + ACOM + New Business,0011400001ijy3SAAQ,crmr72afbjl4y,11/18/22,,0066O00000p6lezQAA,0011C00002f7Ob5QAE,Current
Texperts Technologies Private Limited_DR3365836 – MBI,0015Y00004Jp08mQAB,oj2utvep63yqu,11/30/22,,0066O00000qIEG6QAO,0016O00003QOlGQQA1,Current
Pedders - Cloud Pro,0015Y00002qOU6nQAG,5ngwleyalsppw,11/30/22,,0066O00000ii0hYQAQ,0011500001Igpg1AAB,Current
ChemPoint_DR3428906 – Adobe Commerce,0011O0000287h1HQAQ,eg2ft7sle64qw,11/4/22,,0066O00000rGaVnQAK,0011C00002hgRKSQA2,On Hold
AKI Group - Petit Bateau,0015Y00002txkpjQAA,emj6xga2oshh6,11/30/22,8/23/23,0066O00000q4YYhQAM,0016O000037IaqhQAC,Live
Nations Best Sports,0013000000V0dg2AAB,jcodegtstuulk,11/1/22,7/14/23,0066O00000p7oNIQAY,0011500001iAznIAAS,Live
"Fillmore Container, Inc.- Cloud Pro",0015Y00003DDUuIQAX,tightwj46v33q,11/1/22,7/11/23,0066O00000nK5NbQAK,0011500001W5TCxAAN,Live
Genting Malaysia Berhad_DR3285045 – Adobe Commerce,0015Y00002bhZGiQAM,jg34lh7kuslkw,11/1/22,7/10/23,0066O00000q2pzCQAQ,0011C00002qI1TgQAK,Live
Wonder Pets Enterprises Corporation,0015Y00002yHgD6QAK,v4xd4x7rbiybi,11/7/22,7/4/23,0066O00000nNTpcQAG,0016O000037IkzHQAS,Live
Zack Electronics - Cloud Pro,0015Y00003DCNctQAH,xl2ru37g2dt4s,11/25/22,7/3/23,0066O00000nJn9NQAS,0016O000037J1DRQA0,Live
Probemedic Commerce Pro,0015Y00003XqmDqQAJ,xwsudfrcs3gkg,11/2/22,6/19/23,0066O00000nMUoKQAW,0016O00003JIz67QAD,Live
Salon Hagel GmbH_DR3465380 – Adobe Commerce,0015Y00002qOUC4QAO,vpb4cc42escks,11/1/22,5/3/23,0066O00000pW5zTQAS,0011C00002qHuntQAC,Live
HLC Wholesale,0015Y00003udw7jQAA,f6znga4ljyzwk,11/14/22,4/20/23,0066O00000pTzH5QAK,0016O00003Lu1lMQAR,Live
"SLA Trading, S.A._DR3341726 – Adobe Commerce (Addtl Instance)",0015Y00003uf03jQAA,dxb4ytyoebk5y,11/1/22,4/19/23,0066O00000q2uq3QAA,0016O00003Nd14JQAR,Live
Tyresnmore Online Private Limited_DR3499977 – MBI,0015Y00003cjcziQAA,ech56zgaxizaw,11/30/22,4/18/23,0066O00000qJLjtQAG,0016O00003NeM6xQAF,Live
Toyota Motors Asia Pacific (Lexus) – DR3337045 – Adobe Commerce + MBI,001a000001ARA3VAAX,pzqv2gu7pit4i,11/18/22,3/21/23,0066O00000q56psQAA,0011C00002f8SDAQA2,Live
Online Poundshop Limited (Poundland),0011O00002KxIQmQAN,7tw5ilwnrvznk,11/22/22,2/14/23,0066O00000nMGqtQAG,0011C00002PE0CBQA1,Live
FANAFESA_PROJ,0015Y00003Xr4WVQAZ,su42hss7ma2ai,11/3/22,12/22/22,0066O00000nMmpAQAS,0016O00003JJGc2QAH,Live
Windsor Smith - Cloud Pro,0011O00002KxHO6QAN,5k23jjexrkfx4,11/1/22,12/19/22,0066O00000pUfugQAC,0011500001IhJxvAAF,Live
American Lighting Cloud Pro,0015Y00002txXCqQAM,h7d5ptkr2ew3o,2/1/23,,0066O00000nLqk8QAC,0016O000037INbdQAG,Current
Lululemon Mexico (Exalta) Commerce Pro,0015Y00004Jov9sQAB,2cs4iavnu7so2,2/1/23,,0066O00000q4qKLQAY,0016O00003QOoC1QAL,On Hold
Main Electric Supply,0011O00002DVPgHQAX,vxhnk46f57cws,2/2/23,,0066O00000nJbJCQA0,0011C00002f7h8ZQAQ,Current
Baker Creek,0011O00002SsyS4QAJ,clmrluqgcxv5u,2/1/23,,0066O00000pWl9rQAC,0011500001IgiSPAAZ,Current
Tacony Babylock Instance,00130000010LSDcAAO,fqttn2bqvulse,2/1/23,,0066O00000qWmYfQAK,0011C00001qed5hQAA,Live
Melt Pizza [Chile],0015Y00004JoSTqQAN,yxkinml7rv6mo,2/1/23,,0066O00000q43oRQAQ,0016O00003QNwuOQAT,Current
Banner Limited_DR3535109 – Adobe Commerce,0011O00002KxIQdQAN,fbnybwsd2gxoe,2/1/23,,0066O00000qIZHpQAO,0011C00002LXRw9QAH,Current
Ritz Safety - Cloud Pro,0015Y00002nDytwQAC,mtdpxvjcy6uqc,2/15/23,,0066O00000nJx9nQAC,0016O000035FM8kQAG,Current
Aeroworx / Adobe Commerce Cloud MVP - Cloud Pro,0015Y00004Jr6eCQAR,hncy5gk4csw7w,2/1/23,,0066O00000nMwYeQAK,0016O00003S19Z4QAJ,Current
Däckteam I Sverige Aktiebolag_DR3527179 – Adobe Commerce,0015Y00004JmyjAQAR,khic3ncwzwrz4,2/10/23,,0066O00000r0VklQAE,0016O00003O2ZZIQA3,Current
Brothers AB,,7f6cdtyffpq4q,2/1/23,,,,Live
Operadora Farmaceutica de Baja California_PJT,0015Y00003ueWJ2QAM,3mhmcfjnpxzhk,2/20/23,,0066O00000qylgyQAA,0016O00003Nc1VtQAJ,Current
Ginger AB_DR3600015 – Adobe Commerce,0015Y00002txvLcQAI,nfzoarvcm3d2c,2/24/23,,0066O00000r221OQAQ,0016O00003UnD88QAF,Current
Kingspan Holdings (IRL) Ltd_DR3598632 – Adobe Commerce,0011O00002QDHciQAH,bsohenjc27l7g,2/16/23,,0066O00000r2CGGQA2,0011C00002mpfdJQAQ,Current
Display Frames - Cloud Pro,0015Y00003uecOSQAY,ohnve6m2athpa,2/27/23,,0066O00000r1eJXQAY,0016O00003NcEuWQAV,Current
Eder Gmbh_DR3490369 – Adobe Commerce,0015Y00004caIW7QAM,wjxpri2udift6,2/1/23,,0066O00000r2KPhQAM,0011500001IigeLAAR,Current
Electrix International Ltd_DR3529627 – Adobe Commerce + MBI,0015Y00003Xq9PZQAZ,emyrkpopelvxy,2/23/23,,0066O00000rF70eQAC,0016O00002qIK15QAG,Current
Accent Group Limited_DR3551941 – Dr Martens,001a000001SoYd7AAF,fpv2lfvzogav4,2/20/23,,0066O00000rF5gCQAS,0011500001IgHhAAAV,Live
CGL Artia Konnect New,0011400001v6cbjAAA,x7qxyokzsysro,2/1/23,,0066O00000qK4XCQA0,0011C00002Ih6TQQAZ,Current
Fiserv Solutions LLC_DR3475712 – Adobe Commerce,0013000000f68kGAAQ,k5ky2tbib5yx4,2/15/23,,0066O00000rG2A3QAK,0011500001IiHQBAA3,Live
Sunstar Suisse Sa_DR3485834 – Adobe Commerce Addtl Instance Pkg,0011400001uDfEOAA0,al4xyevfon7pg,2/1/23,,0066O00000rvh85QAA,0011C00002pdGZtQAM,Current
Business France_DR3485016 – Adobe Commerce + MBI,0011400001eNnelAAC,rfzzahfzprnb6,2/15/23,,0066O00000s7uBuQAI,0011C00002f7Uy6QAE,Current
Addison Electronique,0015Y00004Jn6VhQAJ,swb5wfyteqmuy,2/15/23,10/11/23,0066O00000q1oGnQAI,0011500001Ih69wAAB,Live
Biopak Pty Ltd,0011O00002KxHP6QAN,tcdyexdcjovdc,2/21/23,9/29/23,0066O00000r0qQKQAY,0011500001IiRmAAAV,Live
DOIS IRMAOS PARTICIPACOES LTDA - Jem Security,0015Y00004cYJ3AQAW,au7ol2i4dlpue,2/13/23,9/14/23,0066O00000qyfS5QAI,0016O00003TjbaQQAR,Live
Enel Global Services S.r.l._DR3322237 – Adobe Commerce,001a000001Z0Y8NAAV,4psxg4cvh7xli,2/20/23,9/4/23,0066O00000rFanyQAC,0011C00002mq6JsQAI,Live
Pidilite Industries Limited_DR3429809 – Adobe Commerce,0011400001j3IYZAA2,cuqmkak7mcyxy,2/1/23,8/25/23,0066O00000qKnjmQAC,0011C00001sjIE6QAM,Live
Ladrillera Mecanizada Commerce Cloud Pro,0015Y00003uekCWQAY,ipvf5zfhb3vmg,2/2/23,8/21/23,0066O00000pVWTxQAO,0016O00003NcScBQAV,Current
Avon Grasim Industries Ltd_DR3427281 – Adobe Commerce,0015Y00003ueI1wQAE,5qt4p7xsldcki,2/28/23,8/10/23,0066O00000rGaZEQA0,0016O00003NbZnRQAV,Live
Central Restaurant-Cloud Commerce,0015Y00002Y2yf0QAB,ahzawooz75xia,2/20/23,8/8/23,0066O00000qysGbQAI,0011C00002zJwqjQAC,Live
Conquest Sports,0011O00002KxHNgQAN,r6wbbb4gyqp2c,2/27/23,7/25/23,0066O00000nMOahQAG,0011500001IgIufAAF,Live
CGL/CFS #2 Coventry Group Additional Instance,0011400001v6cbjAAA,e636rvpirc2a2,2/1/23,7/21/23,0066O00000qK4XCQA0,0011C00002Ih6TQQAZ,Live
Crepier Cloud Pro,0015Y00002Y2DDOQA3,6xflhuvclt3xu,2/6/23,7/10/23,0066O00000qV9LcQAK,0011C00002xdnyGQAQ,Live
Minelab - Starter to Pro,0011O00002IFPE8QAP,p7t7ain5ifzbw,2/14/23,7/4/23,0066O00000pV5cSQAS,0011C00002f7jiJQAQ,Live
CSP INTERNATIONAL FASHION GROUP - Commerce Cloud Project Provisioning - Project,,6rfcoy5w5mrno,2/1/23,6/29/23,,,Live
Primo Water Corporation - 2nd Instance,0011O00002StPIiQAN,y3soouylgn2k4,2/16/23,5/18/23,0066O00000qKIxGQAW,0011C00002pee4EQAQ,Live
New Country Organics - Starter to Pro,0011O00002KxIyiQAF,wwkhwexkbandi,2/13/23,4/27/23,0066O00000qXPAWQA4,0011C00002Sy5RwQAJ,Live
High Speed Gear (HSG) Starter to Pro,0011O00002Uya3YQAR,oxvkfctzdguii,2/1/23,4/25/23,0066O00000p6ys8QAA,0011C00002hgtZMQAY,Live
Farm Boy Fine Art - Cloud Pro,0015Y00004JodbnQAB,qfhtqvbo46o7a,5/1/23,,0066O00000q4IPUQA2,0016O00003QOE5pQAH,Current
Empresas Públicas de Medellín (EPM)_DR2937839 – Adobe Commerce,0015Y00002qOUHEQA4,z7tql3tl2rr4u,5/1/23,,0066O00000r2BygQAE,0011C00002PE4osQAD,Current
MPI Global,0015Y00004Jny7jQAB,slburvd3urng6,5/1/23,,0066O00000q3BckQAE,0016O00003O4WCwQAN,Current
The Wentworth Wooden Jigsaw Company Limited,0015Y00004JpqSzQAJ,spz5hvlikaog6,5/15/23,,0066O00000qIaKhQAK,0016O00003QPyP4QAL,Current
Farmaceutica de Chiapas (farmacia del ahorro) Cloud Pro,0011O00002KxI85QAF,ask72na755bra,5/1/23,,0066O00000rI3vWQAS,0011500001IgHizAAF,Current
Compucentro Cloud Pro,0015Y00003XoTPTQA3,k2sbd5h5auzne,5/1/23,,0066O00000r1TnHQAU,0016O000037KNEvQAO,Current
ThyssenKrupp Bilstein of America_DR3610762 – Adobe Commerce,001a000001PgF6VAAV,6tqdbn7nhd3wi,5/1/23,,0066O00000rZIvUQAW,0011C00002R7EcMQAV,Current
Coflex Cloud Pro,0011O00002KxI8IQAV,z72otja5ts4xi,5/1/23,,0066O00000rFFphQAG,0011500001VXABYAA5,Current
The White Teak Co_DR3586128 – Adobe Commerce,0011O0000287To1QAE,juf3j25uqu6gg,5/1/23,,0066O00000rZjPtQAK,0016O00003QODPuQAP,Current
Euro Tooltechnic - Festool,0011O00002KxHQ0QAN,kebk5pryqebeo,5/1/23,,0066O00000pTgtgQAC,0011C00002bQFVbQAO,Current
"Casio Computer Co., Ltd._DR3631052 – Adobe Commerce",001a000001MLjRUAA1,2z74piqu2isyy,5/1/23,,0066O00000rZrucQAC,0011C00002R7OrmQAF,Current
Comercial Depor Limitada,0015Y00004ZxZJaQAN,3bwpfs6ud53oy,5/2/23,,0066O00000qWdjbQAC,0016O00003S412xQAB,Current
Ace International Hardware Corp_DR3608664 – Adobe Commerce,0011O00002UypMMQAZ,r3eb2dvfxfxw4,5/29/23,,0066O00000rYHoaQAG,0011C00002qlCs1QAE,Current
Retired R.L. Button & Co Limited cloud Pro,0015Y00002qOU5XQAW,i6bqusayatjb4,5/1/23,,0066O00000r1x6DQAQ,0011C00002uomzvQAA,On Hold
Lafuma Mobilier SAS_DR3633344 – Adobe Commerce,0013000000oRpqlAAC,7oodbidefa7qs,5/28/23,,0066O00000rvYJVQA2,0011500001Iiq81AAB,Current
Banco Itaú Paraguay S.A._DR3604270 – Adobe Commerce w/ MBI,0011O000020mEDiQAM,yd5qyk4pvgpca,5/3/23,,0066O00000rwoCNQAY,0016O00003O2cHZQAZ,Current
Society for Human Resource Management (SHRM)_DR3572140 – Adobe Commerce,001a000001HzYdhAAF,onhga6gbuyi32,5/1/23,,0066O00000rvZivQAE,0011500001IihUeAAJ,Current
Edizioni Centro Studi Erickson S.P.A._DR3364217 – Adobe Commerce + MBI,0015Y00002qOXMfQAO,xhxsy44i5eqqc,5/15/23,,0066O00000rx6NXQAY,0011C00002oCY1AQAW,Current
Rai Services Company (Rubik B2B)_DR3506675 – Adobe Commerce,0015Y00003uduuPQAQ,vin2yfpf5mtr4,5/1/23,,0066O00000rxBl5QAE,0016O00003Lu07JQAR,Current
Satco Products_DR3653172 – Adobe Commerce + MBI,0015Y00002nAfeXQAS,mzmnnl3hzfo3q,5/15/23,,0066O00000rxCrWQAU,0016O00002qIJqHQAW,Current
R.L. Button & Co Limited Reprovision,0015Y00002qOU5XQAW,hhspvdb3q2eay,5/1/23,,0061C00000jzVkcQAE,0011C00002uomzvQAA,Current
E.CF SAS - Magento Paper Adobe Commerce + MBI (Chomette),0011O00002KxHt3QAF,76ohz3bdaxbbq,5/9/23,,0066O00000rXxGqQAK,0011500001HrkveAAB,Current
Nandog Pet Company S DE RL DE CV_DR3587201 – Adobe Commerce,0015Y00004cXzX7QAK,murzezbuin77s,5/22/23,,0066O00000rxnJGQAY,0016O00003Tj0i5QAB,Current
Sterily Brasil - Cloud Pro,0015Y00004sKhdwQAC,kcvehallzawzi,5/22/23,,0066O00000rWHY7QAO,0016O00003XLlPoQAL,Current
Playseat B.V. Commerce Cloud,0015Y00004sLCd2QAG,257iuesfxthn4,5/12/23,,0066O00000rWx7DQAS,0016O00003XMWxEQAX,Current
De Koninklijke Nederlandse Munt N.V._DR3599988 – Adobe Commerce,0015Y00004cZw41QAC,ouok3633yn4we,5/29/23,,0066O00000s7tjBQAQ,0016O00003Uo3JOQAZ,Current
Brosch Direct Commerce Cloud,0011O00002KxIKpQAN,nqi74jstnahr6,5/27/23,,0066O00000rZofJQAS,0011500001hMa8yAAC,Current
Mertens AG,0065Y00001eL6oh,vnsvudghzhvgg,5/1/23,,DR3456429,0066O00000p6oD5QAI,Current
Crown Paints_DR3655007 – Adobe Commerce,001a000001UHzHIAA1,myck5ttaukh3s,5/15/23,,0066O00000s9Zk6QAE,0016O00003XNMpRQAX,Current
Samsung Electronics Co.Ltd._DR3615901 – Adobe Commerce,0011400001gRNKjAAO,gkrtwawd43yee,5/1/23,,0066O00000sAANcQAO,0011C00002gDxxvQAC,Current
"Criogas, S.A. de C.V._DR3660331 – Adobe Commerce",0015Y00004caEqOQAU,ocd4yg7mabp6e,5/15/23,,0066O00000sXPKcQAO,0016O00003Up5kqQAB,Current
M1 Limited_DR3276004 – Adobe Commerce,001a000001O2UTyAAN,puu4wdlkp5jcc,5/26/23,,0066O00000sIAjXQAW,0011C00002Ifdd0QAB,Current
Maximus Inc_DR3666849 - Adobe Commerce,0013000000gjJGNAA2,hbmlluddupdcs,5/31/23,,0066O00000suNndQAE,0011C00002f7i37QAA,Current
Tent & Table Cloud Pro,0015Y00002hABjxQAG,pujnxvvhidlem,5/8/23,9/26/23,0066O00000rXuTUQA0,0011500001Igq6UAAR,Live
Huffy - Cloud Pro w/MBI addl Storage & Views,0013000000vWYQJAA4,uxegr4qqtg2k4,5/15/23,9/15/23,0066O00000nJohxQAC,0011500001dvefyAAA,Live
AltoQI - Cloud Pro,0011400001aTVQxAAO,sepzvbywz65ue,5/12/23,9/14/23,0066O00000rWtxrQAC,0011C00002gDxBqQAK,Live
International Institute for Management Development_DR3578309 – Adobe Commerce,0013000000oRlZNAA0,xirxjok2mdehy,5/1/23,9/7/23,0066O00000rXH6qQAG,0011C00002gESbDQAW,Live
PartsHawk Cloud Pro,0011O00002KxIrsQAF,km5cvmntu7ncu,5/16/23,8/22/23,0066O00000rYji0QAC,0011500001WlVXzAAN,Live
Soc Comercial Amw S.A._DR3682027 – Adobe Commerce,0015Y00003udT7HQAU,5vfxvm4hwahic,5/19/23,8/16/23,0066O00000s7u0pQAA,0016O00003LtIA4QAN,Live
Koninklijke Douwe Egberts B.V. – Tassimo,0011400001joX5gAAE,rd5cukoeot5pu,5/22/23,8/9/23,0066O00000s8qSSQAY,0011500001IiJHNAA3,Live
Koninklijke Douwe Egberts B.V.1 – L’or Espresso,0011400001joX5gAAE,aves7fafp3oag,5/22/23,8/7/23,0066O00000s8qSSQAY,0011500001IiJHNAA3,Live
Koninklijke Douwe Egberts B.V. – Marketplace,0011400001joX5gAAE,oqeqke4qmxhpi,5/22/23,8/2/23,0066O00000s8qSSQAY,0011500001IiJHNAA3,Live
La Trobe University_DR3343307 – Adobe Commerce,0013000000oRo1NAAS,muxni2rmnwz6e,5/1/23,7/31/23,0066O00000rvo4bQAA,0011C00002R7PMXQA3,Live
Ripple Junction - Cloud Pro,0015Y00002bhHDtQAM,fzm5ojjzpbbqe,5/26/23,7/19/23,0066O00000rvYWoQAM,0011C00002qHxxhQAC,Live
The Ramp People Cloud Pro,0011O00002KzBPNQA3,dvpdsa3vb3ase,5/2/23,7/17/23,0066O00000rWrCvQAK,0011500001IgY91AAF,Live
Urrea Cloud Pro,0011400001aTi9CAAS,y7bendc44qhh2,3/2/23,,0066O00000nJfUDQA0,0011C00002f8X5eQAE,Current
Helen of Troy_DR3367790 – Adobe AMS ADDTL INSTANCE PKG,0013000000oRmaEAAS,wwhsilxlhzhue,3/1/23,,0066O00000r00LHQAY,0011C00002kJkkcQAC,Current
Impermo_DR3245486 – Adobe Commerce,0015Y00002yHYbmQAG,4pxaoanbzpjha,3/1/23,,0066O00000r2BN8QAM,0016O000037IjBsQAK,Current
Havells India Limited_DR2767671 – Adobe Commerce,0015Y00004caDl1QAE,hkosayfn2zwv6,3/1/23,,0066O00000r2BTBQA2,0011C00001sjIL4QAM,Current
"Farmae ""Dokidaki"" S.P.A_DR3544012 – Adobe Commerce Addtl Instance Pkg",0011O00002SsvGDQAZ,u5ytglqssch5w,3/1/23,,0066O00000r16IFQAY,0011C00002kKJigQAG,Live
Rose Brand Wipers,0013000000vWZOhAAO,g4gpqjlxbasym,3/9/23,,0066O00000nJjS3QAK,0011C00001oieeGQAQ,Current
Al-Babtain Group,0011O00002UzhVTQAZ,pfdndzpgc55pu,3/6/23,,0066O00000qYilXQAS,0011C00002sA9QLQA0,Current
LG Electronics Inc_DR3587433 - US D2D Project,0013000000oS2Tg,yi4qausig2upk,3/1/23,,0065Y00001hMCqLQAW,0066O00000rGZhVQAW,Current
Arena B2B,,luo5obucxlf5o,3/6/23,,https://using.my.salesforce.com/0066O00000nMqlU,https://using.my.salesforce.com/0011C00001z3khS,Current
Love for Denim BV (Vingino),0015Y00003XqRW0QAN,v5xzv5r5bcwc6,3/1/23,,0066O00000nME5BQAW,0011500001IiJHKAA3,Current
Okapius Commerce Pro,0015Y00003DDBfmQAH,iacescwxkeffu,3/20/23,,0066O00000qyE6YQAU,0016O000037J5D5QAK,Current
IMP_VIZRI_PROJECT,001a000001KBTm8AAH,xvzqgcbpf725g,3/1/23,,0066O00000rG1wzQAC,0016O00003TirWoQAJ,Current
Schmidt Groupe_DR3545007 – Adobe Commerce Addtl Instance,0011400001v8e3qAAA,ufczoycjf4xem,3/28/23,,0066O00000rI4fHQAS,0011C00002gDyspQAC,On Hold
Airport Authority Hong Kong (Services) - DR3315707 - Cloud Pro,00130000010JzKXAA0,3gzpwdyppqt4a,3/24/23,,0066O00000rGkaUQAS,0011C00002R7PoGQAV,Current
LPG Systems_DR3274041 – Adobe Commerce,00130000012oPhsAAE,vvke37eaydx2c,3/1/23,,0066O00000rIX12QAG,0011C00002moiiLQAQ,Current
Food Future Company,0015Y00004cYHWlQAO,oddfxnjw6vyjg,3/27/23,,0066O00000qycdHQAQ,0016O00003TjYm8QAF,Current
Eurodif Sas_DR3565702 – Adobe Commerce + MBI (Bouchara),0015Y00004caiY1QAI,b2afordn6zht2,3/1/23,,0066O00000rWAoEQAW,0016O00003VrHLdQAN,Current
WE GOT FLOORS Cloud Pro,0015Y00003ueH0iQAE,dc2khcjpfv3wq,3/1/23,,0066O00000pUaqOQAS,0016O00003NbYptQAF,Current
Detail K2 Inc. - DK2 - Cloud Pro with BI Pro,0015Y00004ZxTFnQAN,sw2nfiyhjzhi4,3/20/23,,0066O00000qWRDqQAO,0016O00003S3oz1QAB,Current
COOP Wolfberger Cave Cooperative Vinicol_DR3591544 – Adobe Commerce,0015Y00004cZDMbQAO,t3wvzguistfga,3/3/23,,0066O00000s84DsQAI,0016O00003UmWXVQA3,Current
Ricoh Asia - Cloud Pro,0011400001gPUJfAAO,ghahglxilup7s,3/13/23,9/19/23,0066O00000rHmdmQAC,0016O00003QPQkHQAX,Live
Jands - Cloud Pro,0015Y00003Xry1pQAB,yde4fplgaw774,3/31/23,8/30/23,0066O00000p4pcxQAA,0016O00003JIpbBQAT,Live
